ItemNumber,Xpos,Ypos,image,Species,Tile,Annotator
233,14435.5 px,32945.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
234,15037.5 px,33624.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
235,15378.5 px,33874.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
236,21394.5 px,33467.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
237,21081.5 px,34327.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
238,17785.5 px,35271.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
239,15350.5 px,34697.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
240,14289.5 px,35418.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
241,10179.5 px,33997.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
242,10472.5 px,34176.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
243,10912.5 px,35716.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
244,11188.5 px,35665.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
245,20680.5 px,37306.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
246,17188.5 px,36691.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
247,17806.5 px,36878.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
248,16120.5 px,37141.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
249,20746.5 px,38733.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
250,13300.5 px,39189.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
251,13958.5 px,38602.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
252,11663.5 px,38320.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
253,4405.5 px,35842.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
254,5444.5 px,35881.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
255,5447.5 px,35584.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
256,3382.5 px,36760.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
257,18416.5 px,40851.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
258,19260.5 px,40595.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
259,20827.5 px,40261.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
260,21309.5 px,40552.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
261,20495.5 px,40634.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
262,20059.5 px,39868.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
263,10336.5 px,41584.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
264,11159.5 px,42533.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
265,11549.5 px,42124.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
266,13454.5 px,41728.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
267,13244.5 px,43237.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
268,16543.5 px,42494.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
269,18149.5 px,41824.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
270,16961.5 px,47476.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
271,11262.5 px,44048.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
272,7252.5 px,45749.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
273,7614.5 px,46820.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
274,8713.5 px,44290.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
275,9736.5 px,45702.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
276,10588.5 px,45489.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
277,11648.5 px,45201.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
278,14708.5 px,46620.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
279,13633.5 px,46752.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
280,12042.5 px,46443.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
281,12393.5 px,47168.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
282,12453.5 px,46995.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
283,9223.5 px,46869.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
284,10720.5 px,47272.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
285,14458.5 px,48542.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
286,14847.5 px,48359.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
287,13036.5 px,47463.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
288,12821.5 px,47973.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
289,12967.5 px,47705.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
290,13290.5 px,49013.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
291,12368.5 px,48829.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
292,11523.5 px,49508.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
293,11829.5 px,49625.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
294,12434.5 px,49710.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
295,11861.5 px,50302.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
296,11900.5 px,50131.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
297,15008.5 px,49208.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
298,13834.5 px,50327.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
299,11825.5 px,52174.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
300,11704.5 px,51985.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
301,11103.5 px,51696.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
302,10222.5 px,51420.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
303,8653.5 px,55420.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
304,9965.5 px,55401.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
305,10728.5 px,54982.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
306,10586.5 px,54775.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
307,12406.5 px,54351.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
308,11811.5 px,53942.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
309,10136.5 px,53772.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
310,10602.5 px,61062.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
311,9919.5 px,59407.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
312,12759.5 px,59114.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
313,11123.5 px,57917.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
314,11500.5 px,57255.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
315,17260.5 px,58673.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
316,14737.5 px,54998.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
317,15232.5 px,54668.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
318,16116.5 px,54459.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
319,15763.5 px,55044.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
320,13054.5 px,53091.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
321,14254.5 px,53370.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
322,13566.5 px,53757.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
323,14623.5 px,53163.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
324,15734.5 px,52965.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
325,12353.5 px,10088.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
326,11465.5 px,4726.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
327,9971.5 px,4664.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
328,9220.5 px,4984.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
329,8834.5 px,6387.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
330,12136.5 px,6848.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
331,12823.5 px,6987.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
332,11007.5 px,7375.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
333,11302.5 px,7274.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
334,9692.5 px,7316.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
335,9636.5 px,7742.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
336,9969.5 px,8364.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
337,12850.5 px,7751.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
338,8316.5 px,8768.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
339,9681.5 px,8732.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
340,9458.5 px,9323.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
341,14928.5 px,8981.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
342,12787.5 px,8806.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
343,12821.5 px,9148.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
344,10713.5 px,9944.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
345,9851.5 px,10813.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
346,11510.5 px,10728.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
347,12073.5 px,10152.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
348,15190.5 px,11241.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
349,15842.5 px,11355.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
350,12359.5 px,11332.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
351,4836.5 px,11590.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
352,14967.5 px,12753.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
353,16167.5 px,13473.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
354,12945.5 px,12547.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
355,5066.5 px,13744.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
356,11805.5 px,14179.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
357,14950.5 px,14309.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
358,14685.5 px,14826.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
359,16543.5 px,15437.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
360,6609.5 px,14314.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
361,4542.5 px,14564.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
362,6860.5 px,16018.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
363,8088.5 px,16544.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
364,11072.5 px,15740.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
365,11478.5 px,16770.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
366,16908.5 px,18944.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
367,12102.5 px,18399.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
368,4772.5 px,17990.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
369,7863.5 px,19435.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
370,10476.5 px,19891.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
371,9638.5 px,21904.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
372,10641.5 px,22024.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
373,13901.5 px,21833.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
374,16457.5 px,20888.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
375,17175.5 px,22635.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
376,18831.5 px,24254.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
377,17790.5 px,24124.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
378,17308.5 px,24628.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
379,16405.5 px,24738.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
380,15363.5 px,25130.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
381,10370.5 px,23511.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
382,6317.5 px,24125.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
383,4707.5 px,25921.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
384,9390.5 px,24845.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
385,10436.5 px,24427.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
386,16100.5 px,27108.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
387,17339.5 px,27176.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
388,15865.5 px,29826.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
389,6972.5 px,30021.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
390,11174.5 px,29237.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
391,18524.5 px,31895.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
392,19116.5 px,31918.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
393,9171.5 px,31377.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
394,4055.5 px,30973.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
395,5025.5 px,31939.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
396,13813.5 px,36136.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
397,14557.5 px,36305.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
398,13356.5 px,36878.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
399,11464.5 px,34584.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
400,9450.5 px,34435.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
401,6382.5 px,33779.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
402,6007.5 px,34419.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
403,19038.5 px,38413.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
404,13278.5 px,39465.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
405,9813.5 px,36322.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
406,6267.5 px,37164.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
407,7471.5 px,38530.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
408,17440.5 px,41004.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
409,9738.5 px,40430.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
410,7257.5 px,41927.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
411,8122.5 px,41947.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
412,5757.5 px,40488.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
413,6552.5 px,46670.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
414,12490.5 px,45113.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
415,13757.5 px,48450.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
416,14520.5 px,49504.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
417,9895.5 px,53517.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
418,13325.5 px,56608.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
419,16039.5 px,55253.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
420,16660.5 px,58105.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
421,10630.5 px,8042.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
422,8837.5 px,2654.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
423,9439.5 px,4791.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Wood Stork, Horus_04_06_2022,SV
424,15857.5 px,59124.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Wood Stork, Horus_04_06_2022,SV
425,11625.5 px,6684.5 px,[Document Horus_04_06_2022_SV_Counted.psb],White Ibis, Horus_04_06_2022,SV
426,11691.5 px,6686.5 px,[Document Horus_04_06_2022_SV_Counted.psb],White Ibis, Horus_04_06_2022,SV
427,13138.5 px,10997.5 px,[Document Horus_04_06_2022_SV_Counted.psb],White Ibis, Horus_04_06_2022,SV
428,13147.5 px,10941.5 px,[Document Horus_04_06_2022_SV_Counted.psb],White Ibis, Horus_04_06_2022,SV
429,13058.5 px,10887.5 px,[Document Horus_04_06_2022_SV_Counted.psb],White Ibis, Horus_04_06_2022,SV
430,10163.5 px,5068.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
431,9601.5 px,6019.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
432,10097.5 px,6713.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
433,10329.5 px,7255.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
434,9355.5 px,9932.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
435,10077.5 px,10232.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
436,10945.5 px,10351.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
437,10548.5 px,12543.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
438,9886.5 px,12745.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
439,6302.5 px,11913.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
440,6549.5 px,12801.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
441,9683.5 px,14353.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
442,13435.5 px,14271.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
443,14764.5 px,14639.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
444,7202.5 px,15674.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
445,8394.5 px,16293.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
446,4919.5 px,16456.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
447,7333.5 px,17083.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
448,13510.5 px,18706.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
449,8644.5 px,18412.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
450,9025.5 px,18585.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
451,8681.5 px,18808.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
452,4029.5 px,18920.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
453,5809.5 px,19134.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
454,9182.5 px,19925.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
455,9035.5 px,22038.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
456,6065.5 px,22607.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
457,6030.5 px,22670.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
458,3919.5 px,22577.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
459,11578.5 px,21035.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
