ItemNumber,Xpos,Ypos,image,Species,Tile,Annotator
218,7498.5 px,12207.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
219,7111.5 px,12444.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
220,7125.5 px,12043.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
221,8309.5 px,11933.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
222,8019.5 px,11630.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
223,7824.5 px,11680.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
224,8707.5 px,11547.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
225,9081.5 px,11661.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
226,9082.5 px,12068.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
227,7901.5 px,11381.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
228,9145.5 px,11071.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
229,10279.5 px,11312.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
230,9868.5 px,11358.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
231,9680.5 px,11389.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
232,9469.5 px,11391.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
233,9448.5 px,11512.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
234,6195.5 px,10286.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
235,5982.5 px,9051.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
236,14123.5 px,11986.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
237,14509.5 px,11961.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
238,13352.5 px,11789.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
239,13180.5 px,12348.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
240,12876.5 px,12941.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
241,6532.5 px,11487.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
242,7264.5 px,12969.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
243,9010.5 px,12689.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
244,8960.5 px,12901.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
245,9462.5 px,16616.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
246,12546.5 px,16488.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
247,10630.5 px,23415.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
248,13950.5 px,27810.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
249,6879.5 px,27583.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
250,6694.5 px,26668.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
251,18811.5 px,31283.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
252,18348.5 px,31107.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
253,15650.5 px,30974.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
254,9207.5 px,31099.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
255,14123.5 px,35327.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
256,14332.5 px,36675.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
257,14685.5 px,38020.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
258,11271.5 px,22828.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
259,11637.5 px,27604.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
260,13100.5 px,29982.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
261,13221.5 px,31170.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
262,12844.5 px,33682.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
263,13175.5 px,38779.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
264,15431.5 px,40010.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
265,9773.5 px,39530.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
266,7301.5 px,37806.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
267,9221.5 px,32862.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
268,9659.5 px,26315.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
269,14639.5 px,19655.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
270,14494.5 px,20631.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
271,17774.5 px,23327.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
272,18912.5 px,25892.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
273,18393.5 px,25365.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
274,13247.5 px,26329.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
275,22845.5 px,31365.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
276,15379.5 px,33483.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
277,8659.5 px,17490.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
278,8930.5 px,15917.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
279,13191.5 px,29577.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
280,13310.5 px,34150.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
281,12817.5 px,36498.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
282,13266.5 px,36741.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
283,12808.5 px,38888.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
284,12216.5 px,40568.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
285,12887.5 px,40907.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
286,12551.5 px,42122.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
287,14908.5 px,43906.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
288,16521.5 px,39654.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
289,17217.5 px,40739.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
290,16303.5 px,42352.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
291,7594.5 px,36966.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
292,7145.5 px,36563.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
293,7267.5 px,36268.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
294,9319.5 px,32071.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
295,9118.5 px,28479.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
296,7478.5 px,24665.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
297,8012.5 px,25114.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
298,18791.5 px,25475.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
299,16578.5 px,36297.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
300,16937.5 px,36394.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Egret, Jupiter_03_28_2022,HC
301,13110.5 px,31336.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Anhinga, Jupiter_03_28_2022,HC
302,13452.5 px,32691.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Anhinga, Jupiter_03_28_2022,HC
303,10601.5 px,25627.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Anhinga, Jupiter_03_28_2022,HC
304,9718.5 px,21177.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Anhinga, Jupiter_03_28_2022,HC
305,17836.5 px,27684.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Anhinga, Jupiter_03_28_2022,HC
306,22540.5 px,30490.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Anhinga, Jupiter_03_28_2022,HC
307,22548.5 px,30759.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Anhinga, Jupiter_03_28_2022,HC
308,8523.5 px,17844.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Anhinga, Jupiter_03_28_2022,HC
309,15566.5 px,43620.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
310,20691.5 px,26243.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
311,21582.5 px,25160.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
312,16546.5 px,28570.5 px,[Document Jupiter_03_28_2022_Counted_HC.psb],Great Blue Heron, Jupiter_03_28_2022,HC
